id,hook,title,for,cat,link,comentarios,thumb
ig-DNWE14hIxjZ,wtf is bro doing,This song reminds me of being 17 & fitting,vocalist/rapper,"performance, transition hook",https://www.instagram.com/reel/DNWE14hIxjZ/?igsh=OXZsbmZ0MmVhenhn,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/76890a6e082f2257613625502720e202ad9899b7.jpg
ig-DMIrkjBphbd,,id rather u in my bed @lilbieber,vocalist/rapper,performance,https://www.instagram.com/reel/DMIrkjBphbd/?igsh=MW5rbm5hcmNzb3Fldg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/22e3d9dd36554b98511c58ebcc188b875aca452d.jpg
ig-DHgktBpOv_1,,orlando ill never forget this thanku so much,vocalist/rapper,"performance, vibes, transition hook, storytelling",https://www.instagram.com/reel/DHgktBpOv_1/?igsh=MTg3YzJtZDFmeXpmeA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/71d572b022983367f7baad09282e197a1091fa32.jpg
ig-DHOZNt-IVhr,My fav animal is me after a break up,woke up this morning and chose destruction. not just,,"performance, transition hook",https://www.instagram.com/reel/DHOZNt-IVhr/?igsh=MXM2Y3Q1YjFub3F2Zg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/6c64c6063514bb23f0fc5dc53f090e2def2a0d23.jpg
ig-DLVGJAIMDVi,,trying to login to your own account live footage,,"performance, transition hook, educational, vibes",https://www.instagram.com/reel/DLVGJAIMDVi/?igsh=Ynh5bHVvMHB1Y25q,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/a072e208f5263d10da08fa89ab0521656a30ce10.jpg
ig-DNZMifPRDtq,,Yo solo les digo no escuchen esto si no,vocalist/rapper,performance,https://www.instagram.com/reel/DNZMifPRDtq/?igsh=MXZvYTVkbXM0ZW4xMw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/16fe3b9f4e72806db26a04b5abe65b7ff96104ff.jpg
ig-DIuL6ahI-wl,,We Love Dancehall,dj,"vibes, performance, educational",https://www.instagram.com/reel/DIuL6ahI-wl/?igsh=NGJ1NXc2Y2JqZmpu,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/42311ee1d5b84b74e50e9f4c4855acfe3427c848.jpg
ig-DMefdicAJQv,,Dc @soffmae,,"vibes, transition hook, performance",https://www.instagram.com/reel/DMefdicAJQv/?igsh=MXJ5bWFmbmN0Z213dQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/9eeb0ebcc33fd39e2083bbe474159f960320e832.jpg
ig-DM167xZz0hE,,Makin Margaritas @bar_centifolia @ksubi @timbaland,producer,"vibes, performance, educational",https://www.instagram.com/reel/DM167xZz0hE/?igsh=eDJka2prbDUwc2l0,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/e6d2fbbc74d0654ad00cb2dc48817f33a91b852f.jpg
ig-DI13p3NNa2l,Azizam by Ed Sheeran but It's actually Summer by Calvin  Harris,literally on the way to play before Ed Sheeran,dj,"performance, educational, vibes, transition hook",https://www.instagram.com/reel/DI13p3NNa2l/?igsh=YnlhdWx4bnpub3Zk,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/ff43c9814620f6b5c929fdd8002f9289daed19c5.jpg
ig-DMN1hoYC2-G,"Mom, we have Justin Timberlake at home",Performance · Educational · Transition Hook · Vibes,vocalist/rapper,"performance, educational, transition hook, vibes",https://www.instagram.com/reel/DMN1hoYC2-G/?igsh=MWo1NDk0a3RsdTE3Zg==,,
ig-DGdgQKnsig1,Wanted to try out some of your ideas,Feeling freaking froggy (try to say that out loud,producer,"storytelling, transition hook, performance, educational",https://www.instagram.com/reel/DGdgQKnsig1/?igsh=MXJ0emx0NHdiMXpiZg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/fa52bf50b434d806df23eda6533e48c1b000dc2a.jpg
ig-DNLnDP5tVqQ,,have you pre-saved this one?,vocalist/rapper,"performance, educational, transition hook, vibes",https://www.instagram.com/reel/DNLnDP5tVqQ/?igsh=aTAyanRnc3czaG5z,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/3d2e6168b61d7740095d1605edb1e77a57e0e7d7.jpg
ig-DJE3qjlpwnF,yooo's let's remix a song from the early 2000s,out now!!! what song should we remix next? ID:,,"performance, storytelling, educational",https://www.instagram.com/reel/DJE3qjlpwnF/?igsh=emp0djBtbWkyc3Bz,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/44a1357643c2c6679d6def3c022e778e4f0958d1.jpg
ig-DHB5aAmSyml,,woops sorry didnt mean to call u out in,vocalist/rapper,"performance, transition hook, relatable, vibes",https://www.instagram.com/reel/DHB5aAmSyml/?igsh=MTdxNXRrdmJtdjRhdg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/adf1ad58c406d9b5ea46f95c83d487ca32bf703e.jpg
ig-DHLySRtC0hs,FEIN 100% Vocal,FE!N 100% VOCAL,vocalist/rapper,"performance, transition hook, educational, vibes",https://www.instagram.com/reel/DHLySRtC0hs/?igsh=MWJuYWY2dmdmOWZ1cw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/c0a2c4a76371d7250130d86b220b4ef09a3c72e2.jpg
ig-DNZF98qSpar,,Magic out now by John Michael Howell,vocalist/rapper,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DNZF98qSpar/?igsh=MTNobnp4OXdiNzVueg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/6d9824eb50d2d03f481ddd36146d93c4ea77c6b9.jpg
ig-DNBqIVUokDc,,set list leak @gracieabrams @rolemodel,vocalist/rapper,"performance, educational, transition hook, vibes",https://www.instagram.com/reel/DNBqIVUokDc/?igsh=MWNya3VxbndjdHYwbA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/0b9b00dd0838a9b8847044cc0fddde6e3fae05d6.jpg
ig-DNlgWiQM96f,How big of a Justin Bieber fan are you?,"100% for me, what about you? . . .",vocalist/rapper,"performance, vibes, transition hook, relatable",https://www.instagram.com/reel/DNlgWiQM96f/?igsh=dGptbXZ4MmNkbzh6,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/db2ce0133334dedcfe7363f3011be9a0dc792e22.jpg
ig-DLzs_MaNDzi,,Tb to this dandy,vocalist/rapper,"performance, transition hook, educational, vibes",https://www.instagram.com/reel/DLzs_MaNDzi/?igsh=anhzaWFoY2ZsaGgz,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/fb9066dae9c32a778766d49573452b46936b062c.jpg
ig-DOWSvnEALDy,,SUPRISE i play bass now - @gorillaz,vocalist/rapper,"performance, educational, vibes, transition hook",https://www.instagram.com/reel/DOWSvnEALDy/?igsh=Z21pajl5dnowcHZw,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/0f8a604b175926e3efd720b8dd77579629f7088c.jpg
ig-DK2Wc9dC4mM,This happened in Chicago,She nearly got us Hopefully she comes to our,vocalist/rapper,"performance, transition hook",https://www.instagram.com/reel/DK2Wc9dC4mM/?igsh=NTZnd3VidHI2OWc2,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/7fcf7a631f0db2b61c9c2078b0a1744f6c05b3b8.jpg
ig-DHweTJ6NK6_,POV: We just made your next midnight drive mix,who else missed our euphoric mixes? Midnight show is,dj,"vibes, performance, transition hook, educational",https://www.instagram.com/reel/DHweTJ6NK6_/?igsh=ZWJyN25pODZubnZj,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/d8005c63207a646b22c15e258b461b506ef5e40d.jpg
ig-DL7nIE2xTX3,Will somebody tell bro we're in 2025 🙄,HE DOESNT BELONG IN THIS ERA,,"performance, transition hook, vibes",https://www.instagram.com/reel/DL7nIE2xTX3/?igsh=ZjVtbjBwaTMyOHc5,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/5ef156631ef54b7a6965ae7d70d7c1538627fb12.jpg
ig-DGlPpUstmq5,am I too late?,ever since i was a kid,vocalist/rapper,"performance, vibes, transition hook",https://www.instagram.com/reel/DGlPpUstmq5/?igsh=cXJhcG1kdnhmaHJz,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/a4f1c301984d03831c5bebfa53f16b931957faf0.jpg
ig-DM8vsZcTChj,Filming the Spiderman suit reveal,New suit reveal,,"vibes, performance, transition hook",https://www.instagram.com/reel/DM8vsZcTChj/?igsh=MXJ5bnF1MGx5MmRjYQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/5f09d29844b9ba07c30012eb9cc1f5b9208b3ff0.jpg
ig-DNG3vBEyfy-,Your listening to this song but You're not listening to this song,NO BECAUSE LISTEN _________________________,vocalist/rapper,"performance, transition hook, vibes, educational",https://www.instagram.com/reel/DNG3vBEyfy-/?igsh=MXdsdmNzY3V4ZHZpdQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/3021e79c71720bee0a7b5f85f29e2806b148ed53.jpg
ig-DMauU9eOpbN,Who you see vs Who my dog sees,Performance · Vibes · Transition Hook · Relatable,vocalist/rapper,"performance, vibes, transition hook, relatable",https://www.instagram.com/reel/DMauU9eOpbN/?igsh=MXJvcW5iYTJydGdiMA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/1f7f9def16463701cb0fe03fffca9b611b5fe7cb.jpg
ig-DGTWIHlv9aM,,New 3 Songs Mashup with : - Love Tonight,dj,"vibes, performance, storytelling",https://www.instagram.com/reel/DGTWIHlv9aM/?igsh=MWduaXJmbW5rcXQ4MQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/4f4ad3183dc90f2f3a78434460230426c51d2ba5.jpg
ig-DL4uRdptT2E,,Singing my song All that Ive known with @jamiemiller,vocalist/rapper,"performance, vibes, transition hook, relatable",https://www.instagram.com/reel/DL4uRdptT2E/?igsh=b2lqanFjcmE3dGsw,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/03f24460b5373a9fe96acc3934ed168370d13784.jpg
ig-DM0zqwByhQT,,sebastin?,vocalist/rapper,"performance, educational, transition hook, vibes",https://www.instagram.com/reel/DM0zqwByhQT/?igsh=MW01NW5menp4bGJrdw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/18ae475035958ebe282836179d3e5d0b90dbe875.jpg
ig-DL7RciwoNsI,,Vibes · Performance · Transition Hook,vocalist/rapper,"vibes, performance, transition hook",https://www.instagram.com/reel/DL7RciwoNsI/?igsh=MWdwaWE4cmI3dW1zcQ==,,
ig-DMdNzpcMHHR,,Oops,vocalist/rapper,"performance, vibes, transition hook, relatable",https://www.instagram.com/reel/DMdNzpcMHHR/?igsh=MTBmaHBwd3E3cXVjbA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/212c177188aea181cbe37e77ac9992079d871a7b.jpg
ig-DNfRRpdMZfB,When my violinist girlfriend decided to sing with me,cant help falling in love in Paris,vocalist/rapper,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DNfRRpdMZfB/?igsh=aWZmbnkwM3I5Yzg=,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/a8cf9e7c822d5808335efb1346631ae5849b2160.jpg
ig-DKaXVLVzafu,,Las dos Locas de Monterrey que bonito compartir esta,vocalist/rapper,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DKaXVLVzafu/?igsh=cWQ1dWd5dG9ub211,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/6252969b2a033afd3397f908abb4059af48f2358.jpg
ig-DNV-blOpBQ8,,Might dip Im a flight risk,vocalist/rapper,"performance, transition hook, vibes, relatable",https://www.instagram.com/reel/DNV-blOpBQ8/?igsh=OTJpZnBobm44N3Zp,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/4d6ee51950b25c66b510beed3d8b1599f8f575f1.jpg
ig-DGNYGLqzJRW,The first take,There's Nothing Holdin' Me Back : Singing in 9,vocalist/rapper,"vibes, performance, transition hook",https://www.instagram.com/reel/DGNYGLqzJRW/?igsh=MXZwamZuZXV5NHhlYw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/e253efedecefc45d683f4b31455e5705abaef888.jpg
ig-DLsei9GoDug,I don't know If I should send this audio to  Martín Garrix,AI gaining consciousness is terrifying but kinda perfect as,producer,"vibes, performance, educational",https://www.instagram.com/reel/DLsei9GoDug/?igsh=MWs1Y2dwZjRtbHQxNw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/2c2b1bb741143365e36a1e4c8e6589f55a8f1725.jpg
ig-DLS2HCLxSRr,,The @spencermusic Alive | On The Radar Live Performance,vocalist/rapper,"vibes, performance, transition hook",https://www.instagram.com/reel/DLS2HCLxSRr/?igsh=MWI1Y3RtNWthb3hjMw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/a8cee7bc99bb5e3cf28b05c12c3920049f73e83f.jpg
ig-DFyW6ttzQ0l,,this one led us to a lot of you,,"performance, transition hook, vibes, relatable",https://www.instagram.com/reel/DFyW6ttzQ0l/?igsh=MTM3M3M1emVmc3p5aA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/d2be27c9ba8d2713611641f6acaeb0533d6dc866.jpg
ig-DHJPgbCiwmZ,,"Chef @djelfigo serves golden Lige waffles on @lethimcook.radio, with",dj,"performance, vibes, transition hook, educational",https://www.instagram.com/reel/DHJPgbCiwmZ/?igsh=ZGlodTVlZ21hMGw2,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/7bf2d8809372a4f47d1ad32e9f9993e80f96ca59.jpg
ig-DGWKfJtIwms,,Se tuvo que decir,vocalist/rapper,"performance, transition hook, educational, vibes",https://www.instagram.com/reel/DGWKfJtIwms/?igsh=MTMybWhqNWo4cmJtMA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/6935cfe48650fe2e9aa35a5f17d650d7a86cc6c4.jpg
ig-DGduuLcPKuL,,You guys like WALK?,vocalist/rapper,performance,https://www.instagram.com/reel/DGduuLcPKuL/?igsh=NGluYW53eGppemZt,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/5f9dc2fc059f305e8d0cbb3a8e9d70e39336c823.jpg
ig-DNI8ZKro2CZ,,Nothing but Daylight when singing with @jamesbakian song: Daylight,vocalist/rapper,"vibes, performance",https://www.instagram.com/reel/DNI8ZKro2CZ/?igsh=YzNxMDdiNHkyaGZm,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/3f04649ce53ab4428e73266c0c5414a1a8baf0b7.jpg
ig-DHEkos_yU3y,,Performance,vocalist/rapper,performance,https://www.instagram.com/reel/DHEkos_yU3y/?igsh=MThrNjhzaGVoa3B6MA==,,
ig-DHyd2xPIm-n,You're Selena Gomez background singers,HOTTER THAN THE BLUEST FLAME QUEEN WE LY @selenagomez,vocalist/rapper,"performance, educational, tendencias de performance",https://www.instagram.com/reel/DHyd2xPIm-n/?igsh=YjY3NjJndGJzYXMz,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/4f5e113b14e32c97da5d98ca36f6203e3b6763d1.jpg
ig-DLdAqHaITSX,,Blow in Lille night 2 Band: MD / Keys,,"vibes, performance, relatable, transition hook",https://www.instagram.com/reel/DLdAqHaITSX/?igsh=MWp3Zm9oZ2ZiN3JmMw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/9c3eb23434eb3549fa521d8e2b9d80a625b220b3.jpg
ig-DLWKIIbJvf2,,that jump almost took me down @shawnnharmonn,,"performance, vibes, educational, storytelling",https://www.instagram.com/reel/DLWKIIbJvf2/?igsh=Yzg4bjA3bGtrdDBx,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/ced4d1a4d2c40f3258104e110425c12fba8566cf.jpg
ig-DLDDzVJtLH5,POV: You're front row at one of our next shows,pov youre front row at one of our next,,"performance, vibes, storytelling",https://www.instagram.com/reel/DLDDzVJtLH5/?igsh=MWxiZ243eGo4OG9hbg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/ff0e48ffc3207910a5735cc42de6d784efd85541.jpg
ig-DF0jMyiO3_2,,Heres some new music with some cinematic visuals Song:,vocalist/rapper,"performance, educational, vibes, transition hook",https://www.instagram.com/reel/DF0jMyiO3_2/?igsh=MWVoZ3I4YXR2dGg2NQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/0622c0f05d2c7ecd537d0753e29cb82ea9db25b5.jpg
ig-DKcUzPiI7Xg,Freestyling a song with random words,This is a special one for sure,vocalist/rapper,"storytelling, performance, educational",https://www.instagram.com/reel/DKcUzPiI7Xg/?igsh=cHBlbXh4bDRleno=,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/71991240e42b4ad36baaa3aba197590d4685e907.jpg
ig-DGZUaICCsO4,,Song: All for me and you by Wilfred Cisse,vocalist/rapper,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DGZUaICCsO4/?igsh=MWtibHlvZm9haDg1aQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/b53829aa3ca92c9c4476a36b5dc975798a50ed19.jpg
ig-Co5kL1Tp0e8,Wait till the end ),Wait till the end.. Video Inspired By @brunomars @emmazinck,vocalist/rapper,"vibes, performance, transition hook, relatable",https://www.instagram.com/reel/Co5kL1Tp0e8/?igsh=MWQ5YWtoMWU5ZjI4aA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/198428131142e7cedd3cd98ec6185cacf1f465af.jpg
ig-DGv3T2bhwWg,,Are you with me - Lost frequencies (Kosana remix),dj,"performance, educational, vibes, transition hook",https://www.instagram.com/reel/DGv3T2bhwWg/?igsh=MXM1dWtvMTdlZHV6cg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/51dfc4e862a8188364a8c98dd9af8f28fe624caa.jpg
ig-DNEHlJDtzZA,,This was probably the most requested cover on my,vocalist/rapper,"performance, vibes, transition hook",https://www.instagram.com/reel/DNEHlJDtzZA/?igsh=MTZsNDE3ZnVzbWo3YQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/6a7cf67cd096a00af89bca73fa090ddb109610d5.jpg
ig-DLDaclKO71Y,,new friends last night in Chicago!,,"vibes, performance, transition hook",https://www.instagram.com/reel/DLDaclKO71Y/?igsh=MTV2cWEzOWJsdHg3ZA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/c4225253d85de8760a48cb09698e97208d61377c.jpg
ig-DMKw4lsN3Wn,,Good day to you!,vocalist/rapper,"performance, transition hook, vibes, educational",https://www.instagram.com/reel/DMKw4lsN3Wn/?igsh=cXpicXRna25wYTI4,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/de03cfde1aa4d105a8b0727d18ad4544af9f27be.jpg
ig-DKAs-A1vnMs,,Morgan wallen but hip-hop version. FULL MIX @ IU,dj's,"performance, educational, vibes",https://www.instagram.com/reel/DKAs-A1vnMs/?igsh=MTg0ZGp3aXUzMTNrcw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/017d46b5455861604d6fbd71055aa786253f74df.jpg
ig-DLDL8vMI8Pd,,BAD. THE MUSIC VIDEO. watch now on YouTube! a,vocalist/rapper,"para sustituir la clasificacin tendencias de performance, las categoras ms adecuadas son: - performance, transition hook, vibes, educational",https://www.instagram.com/reel/DLDL8vMI8Pd/?igsh=MXJ3aDQ0ZnQ1eDhxNA==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/499581e6992b762a2600d7d9cf4210a857c8d72e.jpg
ig-DNPWsRLuabQ,El primer concierto de una Paloma,nuuuunca voy a superar es da,vocalist/rapper,"vibes, performance, transition hook, relatable",https://www.instagram.com/reel/DNPWsRLuabQ/?igsh=NTgwdWpjaGRvc2hq,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/984d4faa5d7bd1a2416c7234975cdbfb6ec8789b.jpg
ig-DKC2LNYus9W,Rap battle who won,Performance · Transition Hook · Vibes · Relatable,vocalist/rapper,"performance, transition hook, vibes, relatable",https://www.instagram.com/reel/DKC2LNYus9W/?igsh=NDE0YXYxNjhtcXMx,,
ig-DGVmFB8I61D,,Sometimes u just gotta suit up - - -,vocalist/rapper,"performance, transition hook, educational, vibes",https://www.instagram.com/reel/DGVmFB8I61D/?igsh=MXF2eWJiczFsbW1xcw==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/a2d54b895079e8f64318f53fdc88216490fec9f3.jpg
ig-DGozdzORxDg,,Esta rolita = una nueva emocin (Track: Flores de,dj,"performance, educational, vibes, relatable",https://www.instagram.com/reel/DGozdzORxDg/?igsh=NjJ2Z3d3bHl4eGMy,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/feb5e49fba4151e4b640a93147d6e1e66cf848fe.jpg
ig-DNI_53itiR1,,BE HUMBLE,vocalist/rapper,"performance, educational, transition hook, vibes",https://www.instagram.com/reel/DNI_53itiR1/?igsh=ajFudjRjejFmaWpp,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/0459039654c1483d4680652a41e7a3e91bb927cf.jpg
ig-DMNwdxbI6Uh,,Still one of the best videos.. bringing that PHUNK,vocalist/rapper,performance,https://www.instagram.com/reel/DMNwdxbI6Uh/?igsh=MWJ4Y2MzYWI1ZWVteg==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/3551125fb7354add7c5ecc76df00f6974067ffa3.jpg
ig-DLeENlGtJZC,Yo cada que suena,Me dieron ganas de bailar este temazo,,"performance, vibes, relatable, transition hook",https://www.instagram.com/reel/DLeENlGtJZC/?igsh=czg5aWUxdXFwOGdn,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/a9313065c3101048681c13b9419aaa879a3c289c.jpg
ig-DMaTdyVx4NA,,Shakin these hips thru Europe and the UK in,,"vibes, relatable, transition hook, performance",https://www.instagram.com/reel/DMaTdyVx4NA/?igsh=c29sZmpiZ2xicjdw,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/93c84ca5493fe223076b86e18d3a0e2a8594d873.jpg
ig-DMlgj0lxB4c,,Literalmente nos peleamos por el micrfono Quin gan: Papi,vocalist/rapper,"performance, transition hook, relatable, storytelling",https://www.instagram.com/reel/DMlgj0lxB4c/?igsh=MXdiaTluanVrdHU2NQ==,,https://fzemsxyrzyssxprewwzs.supabase.co/storage/v1/object/public/ref-thumbs/71d8ce44afb5c9ad0a26b781f48d489bab18cd8e.jpg
